,h3_id,avg_ele,stddev_ele
0,8a2912ad808ffff,104.29369119831641,14.5479629152768
1,8a2912ac6267fff,371.65176747353433,14.242621151430114
2,8a2912aca5affff,107.82839009287926,3.2420967922004746
3,8a2912ad5b97fff,208.57329000309502,17.672207666068385
4,8a2912ac64dffff,248.24746161466072,17.29900779554085
5,8a2912aeb0dffff,24.072743292758663,3.945354133310178
6,8a2912ac9527fff,93.41823110285006,6.952471665310221
7,8a2912ad6957fff,184.37609852704543,14.042444303733793
8,8a2912ac6ae7fff,347.4240247678019,14.88708947639491
9,8a291232d46ffff,17.19325731981982,0.21201941745387118
10,8a2912ac840ffff,133.48965559960357,4.8025168532842875
11,8a2912ad42b7fff,218.77940266171464,15.550227027744976
12,8a2912320947fff,12.112561842918986,5.4283655182488175
13,8a2912aeb76ffff,5.417977301214603,5.897334027287387
14,8a2912a89ae7fff,16.185812509486947,14.600453808704625
15,8a2912a892b7fff,110.66890742001361,8.30213724084298
16,8a2912ac962ffff,1.0132319983348823,4.444024769126757
17,8a2912af1b6ffff,137.87155551427333,17.14638146458406
18,8a2912ac0ce7fff,307.86674097467335,13.649828070074106
19,8a2912ade657fff,116.76838758586547,10.872633470406019
20,8a2912ac12c7fff,279.6405253050858,17.29176938374336
21,8a2912ac8767fff,123.36202465006812,4.547845060308408
22,8a2912af3d9ffff,75.52452179026866,5.813835535222406
23,8a2912ac0167fff,395.1623621949709,16.149963719087825
24,8a2912acc8b7fff,242.9733956888008,9.434673060520334
25,8a2912ac8c87fff,136.05113354806738,11.38621833508322
26,8a2912af3737fff,153.41691941074524,4.047731105772291
27,8a2912acc247fff,197.04507587488388,2.8405715813780152
28,8a2912aebc8ffff,14.895249574039653,8.875712529196957
29,8a2912ad1587fff,245.8478650990099,16.805249157652433
30,8a291232981ffff,109.15671988119547,3.932395771987077
31,8a2912af16affff,104.3692038630595,6.42195588546644
32,8a2912a8b2effff,199.07656501299022,8.936383081032732
33,8a2912adc10ffff,249.9528077018326,11.761083216887522
34,8a2912ac1837fff,234.72745292368683,22.681614244032225
35,8a2912ac0637fff,323.7406489967798,18.329753879230093
36,8a2912ad2347fff,168.53617179280897,4.599753672231546
37,8a291236492ffff,80.03892896953182,3.1871746217114483
38,8a2912ac3d9ffff,283.21749226006193,17.49051683212427
39,8a2912ae248ffff,89.31502353232598,10.793743152999943
40,8a2912ade71ffff,169.80041470661055,14.426971223465266
41,8a2912ad5acffff,264.34384672526926,12.248356150962975
42,8a2912324c77fff,64.01387128192444,5.972829886368355
43,8a2912ac1db7fff,296.29342911996036,18.489591438783282
44,8a2912ae259ffff,25.55398706896552,6.622425411091162
45,8a2912ac24affff,318.4269485544481,9.18002761151823
46,8a2912acdb87fff,9.522669271640126,1.5742237137400221
47,8a2912ac4897fff,250.54760651473867,11.550127992788209
48,8a2912aeac8ffff,167.94738309074017,18.40268393643014
49,8a291232c8effff,46.87725744693681,10.200956007350442
50,8a29123202affff,19.9740662296704,4.519166207989294
51,8a2912ad876ffff,109.92343401832137,5.513466039721321
52,8a2912ac1b27fff,257.40058841746674,8.990803631322107
53,8a2912ad091ffff,252.548570279136,11.36679864320095
54,8a2912ac3467fff,274.3967620108965,8.169755407002762
55,8a2912ad168ffff,316.975091280401,7.023209662236779
56,8a2912ad00a7fff,198.46644700204195,11.893485871571917
57,8a2912ad0217fff,141.5978926847382,7.674084003372745
58,8a29123253a7fff,56.098661625533495,5.947091222279735
59,8a2912ad551ffff,277.89618670298375,15.704979317008293
60,8a2912adb8affff,49.10172790021048,13.932778413354901
61,8a2912accd2ffff,223.88203691088128,16.930334914748812
62,8a2912acd80ffff,18.319868090841492,1.358624421482593
63,8a2912ad600ffff,277.953569660975,13.566050085221372
64,8a2912aebc9ffff,29.274588418411597,3.412273008597094
65,8a2912adb8c7fff,56.93348469225889,19.608269060458824
66,8a29123218effff,57.173639892366694,6.919327096120683
67,8a2912aea88ffff,84.22980298618425,9.226726292878832
68,8a2912ac8697fff,56.85705050786572,5.852934275213067
69,8a2912acad8ffff,77.05070915397002,8.103725548649784
70,8a2912ad60cffff,218.1762776884049,7.1939066067788655
71,8a2912aea917fff,77.95608505761368,15.015339105032359
72,8a2912325c6ffff,97.6955990598132,14.333523425327547
73,8a2912ad12c7fff,324.6044748406264,15.140203932032483
74,8a2912ae3687fff,111.01441533506751,17.302294034380136
75,8a2912325837fff,120.68720620979713,11.479817876912898
76,8a2912ae24c7fff,100.69229935595739,13.10254448383236
77,8a2912aea287fff,167.43751548946716,13.628662983373998
78,8a2912ac238ffff,299.3958771821221,15.42469682884331
79,8a2912321807fff,71.01702226345084,2.1000968901535546
80,8a2912ac930ffff,87.60006970260223,10.349642284389933
81,8a2912ad3727fff,57.034154548267324,12.332184694027433
82,8a2912325577fff,87.67795509370941,9.239402213360059
83,8a2912acbc77fff,87.59468688057483,8.190870019724294
84,8a2912ad2977fff,156.56292159168265,11.54427121418664
85,8a2912ad4177fff,208.5842359348889,7.381418540924887
86,8a2912ad2517fff,140.89315988120282,3.300428946884558
87,8a2912ae2727fff,150.62203505295102,11.99227639607785
88,8a2912ada95ffff,129.547793662582,4.64023455563838
89,8a2912325527fff,71.95279736500278,19.44390187204579
90,8a2912ad55affff,261.1118950365144,14.85116376593222
91,8a2912325607fff,78.81836179163574,7.716875022323837
92,8a2912ade927fff,332.2888221823358,22.20034362121575
93,8a2912acec47fff,208.81458255914777,3.0134063416544787
94,8a2912321a2ffff,80.96115115703502,9.676096202129736
95,8a2912ac4adffff,266.65786050545097,13.785506317737973
96,8a2912a8ba47fff,13.003989855251763,14.454547844216956
97,8a2912ac2d47fff,342.461897981924,17.190071962478843
98,8a2912a8b0effff,4.2447729012204265,6.72019364679922
99,8a2912ad6d17fff,79.24227449888642,15.024536382464756
100,8a2912af262ffff,47.67529478212429,9.749449196353536
101,8a2912ac640ffff,178.1923291233284,12.418644952857576
102,8a2912acc7a7fff,164.0885258593992,5.514475316339182
103,8a2912af341ffff,86.76726698848867,5.957176036736352
104,8a2912ad6aeffff,184.97787747524754,15.086979425558633
105,8a2912ad098ffff,235.4672433001176,11.26103612114203
106,8a2912acdcf7fff,198.8977885151459,2.353878722625095
107,8a2912ad640ffff,155.72054455445544,12.063256644535999
108,8a2912ad0adffff,160.36379107618046,11.095300467352489
109,8a2912ad285ffff,104.08751778974073,8.695784978567147
110,8a2912add2b7fff,120.70764705882353,4.78789667431523
111,8a2912acccb7fff,285.28770517187985,7.501191328525132
112,8a2912ac6177fff,257.32589921376837,16.54238469344621
113,8a2912ac3967fff,274.5667223976717,11.078507579814788
114,8a2912ac501ffff,130.03119192169495,13.979166590703821
115,8a2912aea6b7fff,284.743960604559,10.45913411290016
116,8a2912add587fff,133.26620241411328,9.05313697764251
117,8a2912ad32effff,147.3023889095185,7.50101192174918
118,8a2912ac112ffff,320.4541710534465,11.140571115247582
119,8a2912adc047fff,135.60237402500928,12.07048123228407
120,8a2912324007fff,77.81694910012988,6.222840332757525
121,8a2912329c8ffff,41.595532731097634,8.724832436673585
122,8a2912ac8af7fff,118.65705525272547,5.425109517695318
