omnisci_geo
"MULTIPOLYGON (((-120.120735140574 33.89521221346,-120.111465426214 33.8949272706615,-120.109062166935 33.9003416867463,-120.098075838805 33.9080352680329,-120.080909701102 33.9088900964283,-120.056877108317 33.912594101351,-120.048294039466 33.919431932233,-120.027694674222 33.9291178919045,-120.012931795797 33.938802720019,-119.98958584852 33.9430751017961,-119.968643160522 33.9427902847262,-119.974822970095 33.9516192367075,-119.978942843144 33.9687048662308,-119.980659456915 33.9823709307156,-120.006751986224 33.9786699013685,-120.032844515533 33.9852177603101,-120.046234102941 33.9997350489719,-120.05207058976 34.0099810455041,-120.043487520909 34.024209535692,-120.050697298744 34.0358751332554,-120.063400240645 34.0293312138083,-120.078163119069 34.021364047202,-120.097389193297 34.0179493017578,-120.120048495065 34.0210794815892,-120.142707796834 34.0244941013048,-120.164680453094 34.0074196616222,-120.181159945289 34.0059966240106,-120.190772982403 34.005427408966,-120.222358675777 34.0094118304594,-120.238838167972 34.0031505068779,-120.243988009283 33.9974579792458,-120.223388644039 33.9860717505152,-120.220985384761 33.9803780913262,-120.205879183582 33.9635795419866,-120.192146273419 33.9484864584862,-120.185623141092 33.938802720019,-120.178070040503 33.927408654209,-120.16262051657 33.919431932233,-120.148544283653 33.9108845702889,-120.136871310015 33.9049009391595,-120.120735140574 33.89521221346)))"
